"NMD" "NMD_derived" "Longest" "APPRIS_imputed" "Pervasive_imputed" "Longest_length" "Percentage_seq_imputed" "Domain_INFO" "Domain_percentage_imputed" "MaxPerDomain_imputed" "number_of_100_damaged_imputed" "Domain_matched_imputed" "Site_INFO" "Site_percentage_imputed" "MaxPerSite_imputed" "number_of_100_damaged_Site_imputed" "Site_matched_imputed" "IImunity" "Antiviral" "ISG" "OMIMrecessive" "pRDG" "RVIS" "group"
"4833" "0" "1" "1" "1" "1" "1512" "81.2830687830688" "1" "81.9047619047619" "100" "6" "1" "1" "100" "100" "7" "0" "1" "0" "1" "0" "NaN" "-0.775187015" "Non_Pathogenic_frameshift"
"4834" "0" "1" "1" "1" "1" "1512" "81.2169312169312" "1" "81.8095238095238" "100" "6" "1" "1" "100" "100" "7" "0" "1" "0" "1" "0" "NaN" "-0.775187015" "Non_Pathogenic_frameshift"
"4835" "0" "0" "1" "1" "1" "1389" "53.9236861051116" "1" "100" "100" "1" "1" "1" "100" "100" "8" "1" "1" "0" "0" "0" "0.658685433" "0.038710339" "Non_Pathogenic_frameshift"
"4836" "0" "0" "1" "1" "1" "4146" "97.5880366618427" "1" "100" "100" "6" "1" "0" "97.5880366618427" "100" "1" "0" "0" "0" "0" "0" "NaN" "1.423820054" "Non_Pathogenic_frameshift"
"4837" "0" "0" "1" "1" "1" "1212" "61.056105610561" "1" "100" "100" "2" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4838" "0" "0" "1" "1" "1" "1212" "61.056105610561" "1" "100" "100" "2" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4839" "0" "0" "1" "1" "1" "1212" "60.8910891089109" "1" "100" "100" "2" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4840" "0" "0" "1" "1" "1" "360" "9.72222222222222" "1" "5.79710144927536" "5.79710144927536" "0" "1" "0" "9.72222222222222" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4841" "0" "0" "1" "1" "1" "360" "9.72222222222222" "1" "5.79710144927536" "5.79710144927536" "0" "1" "0" "9.72222222222222" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4842" "0" "0" "1" "1" "1" "360" "9.44444444444444" "1" "5.50724637681159" "5.50724637681159" "0" "1" "0" "9.44444444444444" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4843" "0" "0" "1" "1" "1" "360" "8.33333333333333" "1" "4.34782608695652" "4.34782608695652" "0" "1" "0" "8.33333333333333" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4844" "0" "0" "1" "1" "1" "360" "8.05555555555556" "1" "4.05797101449275" "4.05797101449275" "0" "1" "0" "8.05555555555556" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4845" "0" "0" "1" "1" "1" "360" "8.05555555555556" "1" "4.05797101449275" "4.05797101449275" "0" "1" "0" "8.05555555555556" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4846" "0" "0" "1" "1" "1" "360" "6.66666666666667" "1" "2.60869565217391" "2.60869565217391" "0" "1" "0" "6.66666666666667" "100" "1" "0" "0" "0" "0" "0" "0.234802076" "0.237127192" "Non_Pathogenic_frameshift"
"4847" "0" "0" "1" "1" "1" "1737" "96.8911917098446" "1" "100" "100" "2" "0" "0" "96.8911917098446" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.359940251" "Non_Pathogenic_frameshift"
"4848" "0" "1" "1" "1" "1" "1737" "95.048934945308" "1" "100" "100" "2" "0" "0" "95.048934945308" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.359940251" "Non_Pathogenic_frameshift"
"4849" "0" "1" "1" "1" "1" "4623" "84.9015790612157" "1" "84.95670995671" "100" "2" "1" "0" "84.9015790612157" "100" "1" "0" "0" "0" "0" "0" "0.078723607" "0.17442557" "Non_Pathogenic_frameshift"
"4850" "0" "0" "1" "1" "1" "4623" "58.3603720527796" "1" "58.3982683982684" "100" "1" "1" "0" "58.3603720527796" "100" "1" "0" "0" "0" "0" "0" "0.078723607" "0.17442557" "Non_Pathogenic_frameshift"
"4851" "0" "0" "1" "1" "1" "4623" "58.3603720527796" "1" "58.3982683982684" "100" "1" "1" "0" "58.3603720527796" "100" "1" "0" "0" "0" "0" "0" "0.078723607" "0.17442557" "Non_Pathogenic_frameshift"
"4852" "0" "0" "1" "1" "1" "1881" "19.8298777246146" "0" "19.8298777246146" "100" "1" "1" "0" "19.8298777246146" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4853" "0" "0" "1" "1" "1" "1881" "23.2323232323232" "0" "23.2323232323232" "100" "1" "1" "0" "23.2323232323232" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4854" "0" "0" "1" "1" "1" "459" "32.6797385620915" "1" "31.3333333333333" "31.3333333333333" "0" "1" "0" "32.6797385620915" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4855" "0" "0" "1" "1" "1" "1296" "79.2438271604938" "1" "100" "100" "4" "1" "1" "100" "100" "11" "0" "0" "0" "0" "0" "0.559365949" "-0.067881249" "Non_Pathogenic_frameshift"
"4856" "0" "0" "1" "1" "1" "897" "88.9632107023411" "1" "100" "100" "2" "0" "0" "88.9632107023411" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4857" "0" "1" "1" "1" "1" "429" "97.9328165374677" "1" "97.7900552486188" "100" "1" "1" "0" "97.9328165374677" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.229483771" "Non_Pathogenic_frameshift"
"4858" "0" "0" "1" "1" "1" "2439" "0.820008200082001" "0" "0.820008200082001" "100" "1" "1" "0" "0.820008200082001" "100" "1" "0" "0" "0" "0" "0" "0.14638874" "0.802845857" "Non_Pathogenic_frameshift"
"4859" "0" "1" "1" "1" "1" "4482" "44.13208389112" "1" "100" "100" "1" "0" "0" "44.13208389112" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.949752638" "Non_Pathogenic_frameshift"
"4860" "0" "0" "1" "1" "1" "1281" "44.6526151444184" "1" "56.9154228855721" "100" "2" "1" "1" "8.33333333333333" "100" "1" "0" "0" "0" "0" "0" "0.10831979" "-0.312207497" "Non_Pathogenic_frameshift"
"4861" "0" "1" "1" "1" "1" "1842" "25.8414766558089" "1" "25.109649122807" "100" "1" "1" "0" "25.8414766558089" "100" "1" "0" "0" "0" "0" "0" "0.137767696" "0.068033485" "Non_Pathogenic_frameshift"
"4862" "0" "0" "1" "1" "1" "468" "99.1452991452991" "1" "99.1452991452991" "100" "1" "1" "0" "99.1452991452991" "100" "1" "0" "0" "0" "0" "0" "0.123788961" "0.125076652" "Non_Pathogenic_frameshift"
"4863" "0" "1" "1" "1" "1" "1494" "94.1767068273092" "1" "97.7083333333333" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4864" "0" "1" "1" "1" "1" "1494" "94.1097724230254" "1" "97.6388888888889" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4865" "0" "1" "1" "1" "1" "1494" "94.0428380187416" "1" "97.5694444444444" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4866" "0" "1" "1" "1" "1" "1494" "93.9759036144578" "1" "97.5" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4867" "0" "1" "1" "1" "1" "1494" "93.908969210174" "1" "97.4305555555556" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4868" "0" "1" "1" "1" "1" "1494" "93.8420348058902" "1" "97.3611111111111" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4869" "0" "1" "1" "1" "1" "1494" "93.7751004016064" "1" "97.2916666666667" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4870" "0" "1" "1" "1" "1" "1494" "92.9718875502008" "1" "96.4583333333333" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4871" "0" "1" "1" "1" "1" "1494" "92.904953145917" "1" "96.3888888888889" "100" "3" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.782267476" "-0.867014353" "Non_Pathogenic_frameshift"
"4872" "0" "0" "1" "1" "1" "4272" "11.3529962546816" "1" "11.3529962546816" "100" "1" "1" "0" "11.3529962546816" "100" "1" "0" "1" "0" "1" "0" "0.12630139" "-1.232771118" "Non_Pathogenic_frameshift"
"4873" "0" "1" "1" "0" "1" "1791" "70.1284198771636" "1" "70.8480565371025" "72.8971962616822" "0" "1" "1" "100" "100" "2" "0" "0" "0" "0" "0" "0.151074084" "-0.666770504" "Non_Pathogenic_frameshift"
"4874" "0" "1" "1" "0" "1" "1791" "70.1284198771636" "1" "70.8480565371025" "72.8971962616822" "0" "1" "1" "100" "100" "2" "0" "0" "0" "0" "0" "0.151074084" "-0.666770504" "Non_Pathogenic_frameshift"
"4875" "0" "0" "1" "1" "1" "1950" "36.7692307692308" "1" "100" "100" "2" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "0.163060049" "-0.933156985" "Non_Pathogenic_frameshift"
"4876" "0" "0" "1" "1" "1" "2838" "59.3727977448908" "1" "100" "100" "1" "0" "0" "59.3727977448908" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.716581425" "Non_Pathogenic_frameshift"
"4877" "0" "0" "1" "1" "1" "513" "78.9473684210526" "1" "88.7417218543046" "88.7417218543046" "0" "1" "0" "78.9473684210526" "100" "1" "0" "0" "0" "0" "0" "NaN" "0.903992902" "Non_Pathogenic_frameshift"
"4878" "0" "0" "1" "1" "1" "513" "78.7524366471735" "1" "88.5209713024283" "88.5209713024283" "0" "1" "0" "78.7524366471735" "100" "1" "0" "0" "0" "0" "0" "NaN" "0.903992902" "Non_Pathogenic_frameshift"
"4879" "0" "0" "1" "1" "1" "1503" "73.4530938123752" "1" "100" "100" "2" "0" "0" "73.4530938123752" "100" "1" "0" "0" "0" "0" "0" "NaN" "0.420771676" "Non_Pathogenic_frameshift"
"4880" "0" "1" "1" "1" "1" "3111" "58.1163612986178" "1" "100" "100" "10" "0" "1" "100" "100" "9" "0" "0" "0" "0" "0" "0.799665043" "-0.016511957" "Non_Pathogenic_frameshift"
"4881" "0" "1" "1" "1" "1" "3111" "57.1520411443266" "1" "100" "100" "10" "0" "1" "100" "100" "9" "0" "0" "0" "0" "0" "0.799665043" "-0.016511957" "Non_Pathogenic_frameshift"
"4882" "0" "1" "1" "1" "1" "3111" "56.9591771134683" "1" "100" "100" "10" "0" "1" "100" "100" "9" "0" "0" "0" "0" "0" "0.799665043" "-0.016511957" "Non_Pathogenic_frameshift"
"4883" "0" "1" "1" "1" "1" "3111" "56.8627450980392" "1" "100" "100" "10" "0" "1" "100" "100" "9" "0" "0" "0" "0" "0" "0.799665043" "-0.016511957" "Non_Pathogenic_frameshift"
"4884" "0" "1" "1" "1" "1" "5031" "39.0975949115484" "0" "39.0975949115484" "100" "1" "1" "0" "39.0975949115484" "100" "1" "0" "0" "0" "0" "0" "NaN" "1.328244615" "Non_Pathogenic_frameshift"
"4885" "0" "1" "1" "1" "1" "2640" "61.0436893203884" "1" "65.210608424337" "100" "3" "1" "0" "61.0436893203884" "100" "1" "0" "0" "0" "0" "0" "0.197787038" "1.407269618" "Non_Pathogenic_frameshift"
"4886" "0" "0" "1" "1" "1" "1335" "55.9550561797753" "1" "55.2511415525114" "100" "4" "1" "0" "55.9550561797753" "100" "1" "0" "0" "0" "0" "0" "0.140170967" "-0.381986487" "Non_Pathogenic_frameshift"
"4887" "0" "0" "1" "1" "1" "11085" "17.8890392422192" "1" "100" "100" "12" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "NaN" "3.125188892" "Non_Pathogenic_frameshift"
"4888" "0" "0" "1" "1" "1" "2031" "18.0699162973904" "1" "28.952380952381" "100" "5" "1" "1" "22.2222222222222" "100" "2" "0" "1" "1" "1" "0" "0.112301158" "1.047190339" "Non_Pathogenic_frameshift"
"4889" "0" "0" "1" "1" "1" "2031" "17.971442639094" "1" "28.7619047619048" "100" "5" "1" "1" "22.2222222222222" "100" "2" "0" "1" "1" "1" "0" "0.112301158" "1.047190339" "Non_Pathogenic_frameshift"
"4890" "0" "0" "1" "1" "1" "2031" "15.5588380108321" "1" "24.0952380952381" "100" "4" "1" "1" "11.1111111111111" "100" "1" "0" "1" "1" "1" "0" "0.112301158" "1.047190339" "Non_Pathogenic_frameshift"
"4891" "0" "0" "1" "1" "1" "7947" "16.748458537813" "1" "100" "100" "2" "0" "0" "16.748458537813" "100" "1" "0" "1" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4892" "0" "1" "1" "1" "1" "900" "63.3333333333333" "1" "50.9433962264151" "100" "2" "1" "0" "63.3333333333333" "100" "1" "0" "0" "0" "0" "0" "0.168644042" "-0.380166007" "Non_Pathogenic_frameshift"
"4893" "0" "0" "1" "1" "1" "921" "2.71444082519001" "0" "2.71444082519001" "100" "1" "1" "0" "2.71444082519001" "100" "1" "0" "0" "0" "0" "0" "0.161392143" "NaN" "Non_Pathogenic_frameshift"
"4894" "0" "0" "1" "1" "1" "1653" "59.8911070780399" "1" "100" "100" "6" "0" "0" "59.8911070780399" "100" "1" "0" "0" "0" "0" "0" "0.058703136" "2.938206407" "Non_Pathogenic_frameshift"
"4895" "0" "1" "1" "1" "1" "1752" "32.4200913242009" "0" "32.4200913242009" "100" "1" "1" "0" "32.4200913242009" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4896" "0" "0" "1" "1" "1" "2790" "30.2150537634409" "1" "100" "100" "4" "0" "0" "30.2150537634409" "100" "1" "0" "0" "0" "0" "0" "0.251594658" "0.248041348" "Non_Pathogenic_frameshift"
"4897" "0" "0" "1" "1" "1" "5436" "67.8991905813098" "1" "100" "100" "2" "0" "0" "67.8991905813098" "100" "1" "0" "0" "0" "0" "0" "NaN" "0.26079244" "Non_Pathogenic_frameshift"
"4898" "0" "0" "1" "1" "1" "2469" "3.1591737545565" "1" "3.46205059920106" "4.14012738853503" "0" "1" "0" "3.1591737545565" "100" "1" "0" "0" "0" "0" "0" "0.108208656" "-0.088107893" "Non_Pathogenic_frameshift"
"4899" "0" "0" "1" "1" "1" "174" "1.72413793103448" "0" "1.72413793103448" "100" "1" "1" "0" "1.72413793103448" "100" "1" "0" "0" "0" "0" "0" "NaN" "0.523736627" "Non_Pathogenic_frameshift"
"4900" "0" "0" "1" "1" "1" "186" "36.5591397849462" "1" "34.4444444444444" "34.4444444444444" "0" "1" "0" "36.5591397849462" "100" "1" "0" "0" "0" "0" "0" "NaN" "-0.031067188" "Non_Pathogenic_frameshift"
"4901" "0" "0" "1" "1" "1" "2751" "96.7648127953471" "1" "100" "100" "2" "0" "1" "100" "100" "7" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4902" "0" "0" "1" "1" "1" "3030" "20.1320132013201" "1" "100" "100" "3" "0" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.456095837" "0.738527175" "Non_Pathogenic_frameshift"
"4903" "0" "0" "1" "1" "1" "7278" "0.60456169277274" "1" "0.277777777777778" "1.58730158730159" "0" "1" "0" "0.60456169277274" "100" "1" "0" "0" "0" "0" "0" "0.10113373" "-1.880110746" "Non_Pathogenic_frameshift"
"4904" "0" "0" "1" "1" "1" "7278" "0.453421269579555" "0" "0.453421269579555" "100" "1" "1" "0" "0.453421269579555" "100" "1" "0" "0" "0" "0" "0" "0.10113373" "-1.880110746" "Non_Pathogenic_frameshift"
"4905" "0" "0" "1" "1" "1" "7278" "0.439681231107447" "0" "0.439681231107447" "100" "1" "1" "0" "0.439681231107447" "100" "1" "0" "0" "0" "0" "0" "0.10113373" "-1.880110746" "Non_Pathogenic_frameshift"
"4906" "0" "0" "1" "1" "1" "7278" "0.425941192635339" "0" "0.425941192635339" "100" "1" "1" "0" "0.425941192635339" "100" "1" "0" "0" "0" "0" "0" "0.10113373" "-1.880110746" "Non_Pathogenic_frameshift"
"4907" "0" "0" "1" "1" "1" "7278" "0.425941192635339" "0" "0.425941192635339" "100" "1" "1" "0" "0.425941192635339" "100" "1" "0" "0" "0" "0" "0" "0.10113373" "-1.880110746" "Non_Pathogenic_frameshift"
"4908" "0" "1" "1" "1" "1" "831" "93.6221419975933" "1" "95.2201257861635" "100" "6" "1" "1" "78.3333333333333" "100" "7" "1" "0" "0" "0" "0" "0.139860736" "0.461228372" "Non_Pathogenic_frameshift"
"4909" "0" "0" "1" "1" "1" "864" "35.5324074074074" "1" "100" "100" "1" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "0.116259073" "0.439181676" "Non_Pathogenic_frameshift"
"4910" "0" "0" "1" "1" "1" "1221" "20.2293202293202" "0" "20.2293202293202" "100" "1" "1" "0" "20.2293202293202" "100" "1" "0" "0" "0" "0" "0" "0.087696785" "1.690270544" "Non_Pathogenic_frameshift"
"4911" "0" "0" "1" "0" "1" "4521" "94.2048219420482" "1" "100" "100" "42" "0" "0" "94.2048219420482" "100" "1" "0" "0" "0" "0" "0" "0.101546025" "-2.001084103" "Non_Pathogenic_frameshift"
"4912" "0" "0" "1" "0" "1" "4521" "94.2711789427118" "1" "100" "100" "42" "0" "0" "94.2711789427118" "100" "1" "0" "0" "0" "0" "0" "0.101546025" "-2.001084103" "Non_Pathogenic_frameshift"
"4913" "0" "0" "1" "0" "1" "4521" "94.293297942933" "1" "100" "100" "42" "0" "0" "94.293297942933" "100" "1" "0" "0" "0" "0" "0" "0.101546025" "-2.001084103" "Non_Pathogenic_frameshift"
"4914" "0" "0" "1" "0" "1" "4521" "94.293297942933" "1" "100" "100" "42" "0" "0" "94.293297942933" "100" "1" "0" "0" "0" "0" "0" "0.101546025" "-2.001084103" "Non_Pathogenic_frameshift"
"4915" "0" "0" "1" "0" "1" "4521" "94.293297942933" "1" "100" "100" "42" "0" "0" "94.293297942933" "100" "1" "0" "0" "0" "0" "0" "0.101546025" "-2.001084103" "Non_Pathogenic_frameshift"
"4916" "0" "1" "1" "1" "1" "4338" "35.9843245735362" "1" "42.6553672316384" "100" "6" "1" "0" "35.9843245735362" "100" "1" "0" "0" "0" "0" "0" "NaN" "3.92468431" "Non_Pathogenic_frameshift"
"4917" "0" "0.5" "1" "1" "1" "1419" "69.4444444444444" "1" "69.4444444444444" "69.4444444444444" "0" "1" "0" "69.4444444444444" "100" "1" "0" "0" "0" "0" "0" "0.089856656" "0.334405942" "Non_Pathogenic_frameshift"
"4918" "0" "0" "1" "1" "1" "1653" "49.6672716273442" "1" "100" "100" "3" "0" "1" "100" "100" "1" "0" "0" "0" "0" "0" "0.847758542" "-0.795417163" "Non_Pathogenic_frameshift"
"4919" "0" "0" "1" "1" "1" "846" "43.6170212765958" "1" "43.6170212765958" "43.6170212765958" "0" "1" "0" "43.6170212765958" "100" "1" "0" "0" "0" "0" "0" "NaN" "2.776469365" "Non_Pathogenic_frameshift"
"4920" "0" "0" "1" "1" "1" "846" "43.7352245862884" "1" "43.7352245862884" "43.7352245862884" "0" "1" "0" "43.7352245862884" "100" "1" "0" "0" "0" "0" "0" "NaN" "2.776469365" "Non_Pathogenic_frameshift"
"4921" "0" "0" "1" "1" "1" "663" "84.9170437405731" "1" "84.779299847793" "84.779299847793" "0" "1" "0" "84.9170437405731" "100" "1" "0" "0" "0" "0" "0" "NaN" "2.133152036" "Non_Pathogenic_frameshift"
"4922" "0" "0" "1" "1" "1" "1203" "89.1105569409809" "1" "88.973063973064" "88.973063973064" "0" "1" "0" "89.1105569409809" "100" "1" "0" "0" "0" "0" "0" "0.092199739" "2.465816951" "Non_Pathogenic_frameshift"
"4923" "0" "0" "1" "1" "1" "1095" "87.7625570776256" "1" "87.6951331496786" "87.6951331496786" "0" "1" "0" "87.7625570776256" "100" "1" "0" "0" "0" "0" "0" "NaN" "3.24344868" "Non_Pathogenic_frameshift"
"4924" "0" "0" "1" "1" "1" "1095" "87.7625570776256" "1" "87.6951331496786" "87.6951331496786" "0" "1" "0" "87.7625570776256" "100" "1" "0" "0" "0" "0" "0" "NaN" "3.24344868" "Non_Pathogenic_frameshift"
"4925" "0" "1" "1" "1" "1" "4557" "26.0258942286592" "1" "26.6441441441441" "100" "3" "1" "1" "100" "100" "5" "0" "0" "0" "0" "1" "NaN" "0.743953846" "Non_Pathogenic_frameshift"
"4926" "0" "0" "1" "1" "1" "4713" "2.02084662837694" "0" "2.02084662837694" "100" "1" "1" "0" "2.02084662837694" "100" "1" "0" "0" "0" "0" "0" "0.098016589" "-2.776863601" "Non_Pathogenic_frameshift"
"4927" "0" "0" "1" "1" "1" "978" "67.4846625766871" "1" "70.4918032786885" "100" "7" "1" "0" "67.4846625766871" "100" "1" "0" "0" "0" "0" "0" "NaN" "NaN" "Non_Pathogenic_frameshift"
"4928" "0" "0" "1" "1" "1" "2598" "19.5919938414165" "0" "19.5919938414165" "100" "1" "1" "0" "19.5919938414165" "100" "1" "0" "0" "0" "0" "0" "0.203267267" "0.249861693" "Non_Pathogenic_frameshift"
"4929" "0" "0" "1" "1" "1" "723" "67.3504273504274" "1" "100" "100" "2" "0" "1" "100" "100" "1" "0" "1" "0" "0" "0" "0.115746397" "-0.137658575" "Non_Pathogenic_frameshift"
"4930" "0" "0" "1" "1" "1" "1650" "96.1212121212121" "1" "100" "100" "6" "0" "0" "96.1212121212121" "100" "1" "0" "0" "0" "0" "0" "0.267312135" "-1.172055164" "Non_Pathogenic_frameshift"
"4931" "0" "0" "1" "1" "1" "4920" "26.7682926829268" "1" "100" "100" "7" "0" "0" "26.7682926829268" "100" "1" "0" "0" "0" "0" "0" "0.765682068" "2.353734945" "Non_Pathogenic_frameshift"
"4932" "0" "0" "1" "1" "1" "4920" "26.8089430894309" "1" "100" "100" "7" "0" "0" "26.8089430894309" "100" "1" "0" "0" "0" "0" "0" "0.765682068" "2.353734945" "Non_Pathogenic_frameshift"
"4933" "0" "0" "1" "1" "1" "4920" "26.8089430894309" "1" "100" "100" "7" "0" "0" "26.8089430894309" "100" "1" "0" "0" "0" "0" "0" "0.765682068" "2.353734945" "Non_Pathogenic_frameshift"
"4934" "0" "0" "1" "1" "1" "2886" "58.2813582813583" "1" "100" "100" "11" "1" "1" "100" "100" "3" "0" "0" "0" "0" "0" "0.127716571" "-0.053328617" "Non_Pathogenic_frameshift"
"4935" "0" "0" "1" "1" "1" "2610" "11.7241379310345" "0" "11.7241379310345" "100" "1" "1" "0" "11.7241379310345" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4936" "0" "0" "1" "1" "1" "2610" "11.7241379310345" "0" "11.7241379310345" "100" "1" "1" "0" "11.7241379310345" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4937" "0" "0" "1" "1" "1" "2610" "11.8007662835249" "0" "11.8007662835249" "100" "1" "1" "0" "11.8007662835249" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4938" "0" "0" "1" "1" "1" "2610" "11.8390804597701" "0" "11.8390804597701" "100" "1" "1" "0" "11.8390804597701" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4939" "0" "0" "1" "1" "1" "2610" "13.5249042145594" "0" "13.5249042145594" "100" "1" "1" "0" "13.5249042145594" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4940" "0" "0" "1" "1" "1" "2610" "13.6781609195402" "0" "13.6781609195402" "100" "1" "1" "0" "13.6781609195402" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4941" "0" "0" "1" "1" "1" "2610" "13.7164750957854" "0" "13.7164750957854" "100" "1" "1" "0" "13.7164750957854" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4942" "0" "0" "1" "1" "1" "2610" "13.7164750957854" "0" "13.7164750957854" "100" "1" "1" "0" "13.7164750957854" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4943" "0" "0" "1" "1" "1" "2610" "13.7164750957854" "0" "13.7164750957854" "100" "1" "1" "0" "13.7164750957854" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4944" "0" "0" "1" "1" "1" "2610" "13.7547892720307" "0" "13.7547892720307" "100" "1" "1" "0" "13.7547892720307" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4945" "0" "0" "1" "1" "1" "2610" "13.7931034482759" "0" "13.7931034482759" "100" "1" "1" "0" "13.7931034482759" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4946" "0" "0" "1" "1" "1" "2610" "13.7931034482759" "0" "13.7931034482759" "100" "1" "1" "0" "13.7931034482759" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4947" "0" "0" "1" "1" "1" "2610" "13.7931034482759" "0" "13.7931034482759" "100" "1" "1" "0" "13.7931034482759" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4948" "0" "0" "1" "1" "1" "2610" "13.8697318007663" "0" "13.8697318007663" "100" "1" "1" "0" "13.8697318007663" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4949" "0" "0" "1" "1" "1" "2610" "16.0919540229885" "0" "16.0919540229885" "100" "1" "1" "0" "16.0919540229885" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4950" "0" "0" "1" "1" "1" "2610" "16.4750957854406" "0" "16.4750957854406" "100" "1" "1" "0" "16.4750957854406" "100" "1" "0" "0" "0" "0" "0" "0.145035936" "NaN" "Non_Pathogenic_frameshift"
"4951" "0" "0" "1" "1" "1" "6306" "2.33111322549952" "1" "100" "100" "3" "0" "0" "2.33111322549952" "100" "1" "0" "0" "0" "0" "0" "0.181537211" "-4.02197819" "Non_Pathogenic_frameshift"
"4952" "0" "0" "1" "1" "1" "1497" "1.937207748831" "1" "2.39273927392739" "2.40464344941957" "0" "1" "0" "1.937207748831" "100" "1" "0" "0" "0" "0" "0" "0.266762978" "0.556689353" "Non_Pathogenic_frameshift"
"4953" "0" "1" "1" "1" "1" "774" "82.0413436692507" "1" "98.7387387387387" "100" "2" "1" "0" "82.0413436692507" "100" "1" "0" "0" "0" "0" "0" "0.146295211" "0.082802743" "Non_Pathogenic_frameshift"
